month,customer_id,region,segment,tenure_months,products_held,transactions,engagement_score,support_tickets,marketing_touch,monthly_revenue,churned,data_source
2023-02-01,SYN-00343,West,Consumer,60,2,48,0.4834,5,0,53.07,0,synthetic_demo
2023-02-01,SYN-00344,East,Consumer,75,4,68,0.7457,0,1,122.88,0,synthetic_demo
2023-02-01,SYN-00345,West,Consumer,63,4,65,0.5181,0,0,107.45,0,synthetic_demo
2023-02-01,SYN-00346,West,Small Business,36,2,46,0.9396,0,0,115.63,0,synthetic_demo
2023-02-01,SYN-00347,West,Consumer,42,2,48,0.8983,0,0,80.99,0,synthetic_demo
2023-02-01,SYN-00348,Central,Small Business,76,4,54,0.6412,1,0,130.78,0,synthetic_demo
2023-02-01,SYN-00349,East,Consumer,32,4,59,0.7315,0,0,62.34,0,synthetic_demo
2023-02-01,SYN-00350,Central,Commercial,56,1,39,0.7805,0,0,146.74,0,synthetic_demo
2023-02-01,SYN-00351,East,Consumer,59,3,46,0.9624,0,0,60.96,0,synthetic_demo
2023-02-01,SYN-00352,Central,Consumer,76,3,54,0.5094,1,1,34.31,0,synthetic_demo
2023-02-01,SYN-00353,East,Small Business,73,4,52,0.2183,3,0,25.8,1,synthetic_demo
2023-02-01,SYN-00354,East,Small Business,53,3,56,0.6357,1,0,132.46,0,synthetic_demo
2023-02-01,SYN-00355,East,Consumer,41,4,57,0.6489,2,0,100.59,0,synthetic_demo
2023-02-01,SYN-00356,East,Consumer,45,4,46,0.3453,1,0,11.49,1,synthetic_demo
2023-02-01,SYN-00357,West,Small Business,49,1,51,0.7138,0,0,129.39,0,synthetic_demo
2023-02-01,SYN-00358,West,Small Business,33,3,35,0.2924,2,1,100.97,0,synthetic_demo
2023-02-01,SYN-00359,East,Consumer,66,3,79,1.0,0,0,109.47,0,synthetic_demo
2023-02-01,SYN-00360,East,Consumer,32,1,46,0.4315,1,1,68.99,0,synthetic_demo
2023-02-01,SYN-00361,West,Small Business,68,3,48,0.3278,1,0,13.19,1,synthetic_demo
2023-02-01,SYN-00362,Central,Small Business,76,3,45,0.3138,1,0,22.89,1,synthetic_demo
2023-02-01,SYN-00363,Central,Small Business,93,2,30,0.3553,3,0,93.74,0,synthetic_demo
2023-02-01,SYN-00364,Central,Consumer,25,4,44,0.5383,1,0,115.49,0,synthetic_demo
2023-02-01,SYN-00365,East,Consumer,77,3,36,0.2379,0,0,16.8,0,synthetic_demo
2023-02-01,SYN-00366,Central,Small Business,22,4,40,0.3683,2,0,129.36,0,synthetic_demo
2023-02-01,SYN-00367,West,Small Business,43,2,43,0.4385,1,0,174.98,0,synthetic_demo
2023-02-01,SYN-00368,East,Small Business,30,4,55,0.4182,0,1,91.62,0,synthetic_demo
2023-02-01,SYN-00369,Central,Consumer,29,2,50,0.5842,1,1,92.66,0,synthetic_demo
2023-02-01,SYN-00370,West,Consumer,30,4,53,0.4676,3,1,46.09,0,synthetic_demo
2023-02-01,SYN-00371,West,Small Business,19,4,41,0.2699,2,1,94.33,0,synthetic_demo
2023-02-01,SYN-00372,Central,Consumer,82,4,50,0.3159,1,0,23.35,0,synthetic_demo
2023-02-01,SYN-00373,Central,Commercial,20,4,41,0.3033,2,1,76.62,0,synthetic_demo
2023-02-01,SYN-00374,Central,Consumer,48,4,57,0.3578,3,1,95.39,0,synthetic_demo
2023-02-01,SYN-00375,Central,Small Business,72,1,56,0.7553,3,0,87.81,0,synthetic_demo
2023-02-01,SYN-00376,Central,Small Business,96,3,53,0.8134,0,0,122.7,0,synthetic_demo
2023-02-01,SYN-00377,West,Consumer,85,4,83,0.9529,0,0,51.62,0,synthetic_demo
2023-02-01,SYN-00378,Central,Consumer,27,4,54,0.6326,1,1,37.58,0,synthetic_demo
2023-02-01,SYN-00379,Central,Consumer,96,3,55,0.5556,2,0,52.04,0,synthetic_demo
2023-02-01,SYN-00380,East,Consumer,68,4,53,0.3383,4,0,58.97,0,synthetic_demo
2023-02-01,SYN-00381,East,Consumer,30,2,39,0.7994,1,1,102.96,0,synthetic_demo
2023-02-01,SYN-00382,West,Consumer,52,1,42,0.8245,0,1,40.5,1,synthetic_demo
2023-02-01,SYN-00383,West,Commercial,90,3,55,0.8725,0,1,308.69,0,synthetic_demo
2023-02-01,SYN-00384,East,Consumer,47,3,60,0.8997,0,1,95.41,0,synthetic_demo
2023-02-01,SYN-00385,Central,Consumer,30,3,39,0.5416,1,1,157.17,0,synthetic_demo
2023-02-01,SYN-00386,West,Consumer,86,4,45,0.6106,2,1,16.24,1,synthetic_demo
2023-02-01,SYN-00387,East,Consumer,93,3,55,0.9706,1,1,76.2,0,synthetic_demo
2023-02-01,SYN-00388,West,Consumer,95,4,49,0.3817,1,0,112.96,0,synthetic_demo
2023-02-01,SYN-00389,Central,Consumer,93,1,55,1.0,0,1,161.63,0,synthetic_demo
2023-02-01,SYN-00390,West,Small Business,86,1,24,0.3627,1,0,54.24,0,synthetic_demo
2023-02-01,SYN-00391,East,Consumer,52,2,56,1.0,0,0,31.01,1,synthetic_demo
2023-02-01,SYN-00392,Central,Commercial,31,1,43,0.7466,1,0,455.2,0,synthetic_demo
2023-02-01,SYN-00393,East,Consumer,65,3,45,0.3764,1,0,86.57,0,synthetic_demo
2023-02-01,SYN-00394,East,Consumer,33,4,57,0.6938,4,0,28.98,1,synthetic_demo
2023-02-01,SYN-00395,Central,Small Business,54,1,29,0.2624,3,0,96.37,0,synthetic_demo
2023-02-01,SYN-00396,East,Small Business,69,2,54,0.7561,0,0,57.71,1,synthetic_demo
2023-02-01,SYN-00397,West,Consumer,92,3,66,1.0,1,1,96.44,0,synthetic_demo
2023-02-01,SYN-00398,Central,Consumer,39,3,43,0.4855,1,0,75.74,0,synthetic_demo
2023-02-01,SYN-00399,East,Consumer,36,4,57,0.8333,2,0,82.5,0,synthetic_demo
2023-02-01,SYN-00400,Central,Consumer,75,1,36,0.4835,0,0,70.37,0,synthetic_demo
2023-02-01,SYN-00401,Central,Consumer,16,1,47,0.5038,2,1,11.73,1,synthetic_demo
2023-02-01,SYN-00402,West,Consumer,61,4,57,0.4824,1,0,93.44,0,synthetic_demo
2023-02-01,SYN-00403,West,Consumer,76,4,46,0.3942,3,1,252.78,0,synthetic_demo
2023-02-01,SYN-00404,Central,Consumer,60,3,54,0.471,1,1,33.87,0,synthetic_demo
2023-02-01,SYN-00405,West,Commercial,47,3,44,0.2171,0,0,103.54,1,synthetic_demo
2023-02-01,SYN-00406,West,Consumer,83,4,46,0.5071,2,0,62.3,0,synthetic_demo
2023-02-01,SYN-00407,Central,Consumer,46,3,49,0.2932,3,0,86.57,0,synthetic_demo
2023-02-01,SYN-00408,West,Consumer,73,3,71,1.0,0,0,88.44,0,synthetic_demo
2023-02-01,SYN-00409,Central,Consumer,53,1,41,0.4372,3,0,16.54,1,synthetic_demo
2023-02-01,SYN-00410,West,Consumer,18,4,71,0.7466,1,0,138.76,0,synthetic_demo
2023-02-01,SYN-00411,East,Small Business,58,2,38,0.5701,3,0,21.93,1,synthetic_demo
2023-02-01,SYN-00412,East,Small Business,20,1,56,0.5723,2,0,203.07,0,synthetic_demo
2023-02-01,SYN-00413,Central,Small Business,91,1,44,0.5384,2,1,5.84,1,synthetic_demo
2023-02-01,SYN-00414,West,Commercial,64,1,35,0.5514,4,0,452.94,0,synthetic_demo
2023-02-01,SYN-00415,Central,Commercial,46,1,29,0.5178,3,0,270.01,0,synthetic_demo
2023-02-01,SYN-00416,Central,Commercial,55,2,62,0.8787,0,0,408.16,0,synthetic_demo
2023-02-01,SYN-00417,Central,Consumer,66,1,31,0.1615,2,1,39.56,0,synthetic_demo
2023-02-01,SYN-00418,West,Consumer,37,2,43,0.55,3,1,50.16,0,synthetic_demo
2023-02-01,SYN-00419,Central,Consumer,39,2,36,0.6179,0,0,80.67,0,synthetic_demo
2023-02-01,SYN-00420,West,Consumer,49,1,44,0.6647,1,0,69.42,0,synthetic_demo
2023-02-01,SYN-00421,East,Consumer,36,1,60,0.8029,0,1,107.24,0,synthetic_demo
2023-02-01,SYN-00422,Central,Small Business,77,2,43,0.329,1,0,157.13,0,synthetic_demo
2023-02-01,SYN-00423,Central,Consumer,24,1,70,1.0,0,0,38.79,0,synthetic_demo
2023-02-01,SYN-00424,Central,Consumer,82,1,50,0.6751,1,0,113.36,0,synthetic_demo
2023-02-01,SYN-00425,East,Consumer,44,3,49,0.7113,0,0,80.93,0,synthetic_demo
2023-02-01,SYN-00426,West,Consumer,61,2,56,0.9255,0,0,90.13,0,synthetic_demo
2023-02-01,SYN-00427,Central,Consumer,28,3,42,0.2984,3,0,10.73,1,synthetic_demo
2023-02-01,SYN-00428,West,Small Business,47,3,46,0.459,1,0,147.28,0,synthetic_demo
2023-02-01,SYN-00429,Central,Consumer,77,2,38,0.4592,2,0,13.76,0,synthetic_demo
2023-02-01,SYN-00430,West,Small Business,37,1,43,0.8254,1,0,182.6,0,synthetic_demo
2023-02-01,SYN-00431,West,Consumer,26,2,63,0.7134,1,0,37.33,0,synthetic_demo
2023-02-01,SYN-00432,West,Consumer,58,1,35,0.4864,1,0,69.14,0,synthetic_demo
2023-02-01,SYN-00433,East,Consumer,29,2,52,0.7916,0,0,82.08,0,synthetic_demo
2023-02-01,SYN-00434,West,Small Business,41,2,31,0.2963,4,0,70.96,1,synthetic_demo
2023-02-01,SYN-00435,Central,Small Business,52,1,53,0.6783,1,0,116.22,0,synthetic_demo
2023-02-01,SYN-00436,Central,Consumer,61,3,50,0.7124,0,1,52.19,0,synthetic_demo
2023-02-01,SYN-00437,Central,Commercial,67,4,46,0.2855,1,0,152.99,0,synthetic_demo
2023-02-01,SYN-00438,East,Consumer,70,4,60,0.6279,1,0,129.38,0,synthetic_demo
2023-02-01,SYN-00439,West,Small Business,84,1,53,0.8215,0,0,171.62,0,synthetic_demo
2023-02-01,SYN-00440,East,Consumer,21,3,45,0.223,3,0,48.46,0,synthetic_demo
2023-02-01,SYN-00441,West,Consumer,45,1,39,0.416,5,0,67.41,0,synthetic_demo
2023-02-01,SYN-00442,Central,Small Business,16,3,48,0.4968,0,1,44.5,0,synthetic_demo
2023-02-01,SYN-00443,West,Consumer,16,2,49,0.5935,3,0,54.83,1,synthetic_demo
2023-02-01,SYN-00444,Central,Consumer,33,4,41,0.1769,2,0,20.35,0,synthetic_demo
2023-02-01,SYN-00445,Central,Consumer,64,1,56,0.9115,1,1,124.96,0,synthetic_demo
2023-02-01,SYN-00446,East,Consumer,88,4,50,1.0,0,1,106.4,0,synthetic_demo
2023-02-01,SYN-00447,West,Small Business,78,4,37,0.0891,2,0,90.54,1,synthetic_demo
2023-02-01,SYN-00448,East,Small Business,68,1,38,0.4652,2,0,65.41,0,synthetic_demo
2023-02-01,SYN-00449,Central,Small Business,79,2,56,0.7513,0,0,129.6,0,synthetic_demo
2023-02-01,SYN-00450,East,Consumer,29,2,52,0.6648,2,0,111.63,1,synthetic_demo
2023-02-01,SYN-00451,Central,Consumer,84,1,28,0.5782,0,0,123.69,0,synthetic_demo
2023-02-01,SYN-00452,West,Consumer,88,1,29,0.2065,1,0,42.98,0,synthetic_demo
2023-02-01,SYN-00453,East,Consumer,23,1,39,0.3658,1,0,59.97,0,synthetic_demo
2023-02-01,SYN-00454,Central,Consumer,54,1,49,0.8401,0,1,85.99,0,synthetic_demo
2023-02-01,SYN-00455,Central,Commercial,83,4,49,0.4438,1,0,231.6,0,synthetic_demo
2023-02-01,SYN-00456,Central,Small Business,54,3,59,0.7461,0,0,96.48,0,synthetic_demo
2023-02-01,SYN-00457,West,Small Business,84,3,36,0.4599,2,1,116.35,0,synthetic_demo
2023-02-01,SYN-00458,East,Consumer,91,4,71,1.0,0,0,38.36,0,synthetic_demo
2023-02-01,SYN-00459,West,Consumer,54,2,50,0.35,2,0,35.87,1,synthetic_demo
2023-02-01,SYN-00460,East,Consumer,20,3,43,0.5623,4,0,90.25,0,synthetic_demo
2023-02-01,SYN-00461,East,Consumer,43,1,62,1.0,0,0,92.99,0,synthetic_demo
2023-02-01,SYN-00462,Central,Consumer,33,1,48,0.8261,1,0,44.09,0,synthetic_demo
2023-02-01,SYN-00463,West,Consumer,54,3,33,0.2439,3,0,51.05,1,synthetic_demo
2023-02-01,SYN-00464,Central,Consumer,63,1,49,0.6604,1,1,79.85,0,synthetic_demo
2023-02-01,SYN-00465,East,Commercial,53,2,42,0.7609,2,0,178.74,0,synthetic_demo
2023-02-01,SYN-00466,East,Consumer,31,1,42,0.7244,0,0,67.73,0,synthetic_demo
2023-02-01,SYN-00467,East,Commercial,40,4,40,0.3233,3,1,91.81,0,synthetic_demo
2023-02-01,SYN-00468,West,Consumer,71,2,71,0.91,1,0,45.39,0,synthetic_demo
2023-02-01,SYN-00469,Central,Consumer,18,1,35,0.5031,1,0,49.6,0,synthetic_demo
2023-02-01,SYN-00470,East,Consumer,33,3,52,0.7185,1,0,130.53,0,synthetic_demo
2023-02-01,SYN-00471,Central,Consumer,88,2,38,0.1719,6,0,50.5,0,synthetic_demo
2023-02-01,SYN-00472,East,Consumer,24,3,42,0.3005,1,0,76.19,0,synthetic_demo
2023-02-01,SYN-00473,Central,Consumer,49,4,53,0.5634,3,1,33.55,0,synthetic_demo
2023-02-01,SYN-00474,Central,Small Business,32,1,39,0.4565,5,0,14.71,1,synthetic_demo
2023-02-01,SYN-00475,Central,Consumer,24,3,57,0.6532,2,0,65.8,0,synthetic_demo
2023-02-01,SYN-00476,Central,Consumer,50,3,41,0.2422,2,0,101.75,0,synthetic_demo
2023-02-01,SYN-00477,Central,Consumer,58,3,67,1.0,0,1,72.25,0,synthetic_demo
2023-02-01,SYN-00478,East,Consumer,30,1,45,0.8572,1,1,37.32,0,synthetic_demo
2023-02-01,SYN-00479,East,Consumer,22,2,51,0.9221,1,0,56.05,0,synthetic_demo
2023-02-01,SYN-00480,Central,Consumer,26,4,38,0.4383,1,0,76.58,0,synthetic_demo
2023-02-01,SYN-00481,Central,Commercial,68,2,57,0.6743,3,0,135.87,0,synthetic_demo
2023-02-01,SYN-00482,Central,Small Business,85,1,31,0.305,3,0,69.67,1,synthetic_demo
2023-02-01,SYN-00483,East,Small Business,30,3,61,0.5689,3,0,107.4,0,synthetic_demo
2023-02-01,SYN-00484,Central,Consumer,41,4,58,0.4869,1,0,215.86,0,synthetic_demo
2023-02-01,SYN-00485,Central,Consumer,43,1,35,0.2699,0,1,30.19,0,synthetic_demo
2023-02-01,SYN-00486,Central,Commercial,45,3,60,0.5306,2,0,246.89,0,synthetic_demo
2023-02-01,SYN-00487,East,Consumer,35,3,44,0.4036,1,1,50.88,0,synthetic_demo
2023-02-01,SYN-00488,Central,Consumer,20,4,49,0.3907,1,1,64.88,0,synthetic_demo
2023-02-01,SYN-00489,East,Consumer,58,4,50,0.2611,2,1,53.21,0,synthetic_demo
2023-02-01,SYN-00490,East,Small Business,44,2,43,0.5496,0,0,34.83,0,synthetic_demo
2023-02-01,SYN-00491,East,Consumer,43,3,79,0.8707,0,1,90.5,0,synthetic_demo
2023-02-01,SYN-00492,East,Small Business,37,1,33,0.5758,1,1,304.47,0,synthetic_demo
2023-02-01,SYN-00493,East,Small Business,91,2,48,0.3252,2,1,89.15,0,synthetic_demo
2023-02-01,SYN-00494,Central,Consumer,65,1,43,0.673,0,1,96.77,0,synthetic_demo
2023-02-01,SYN-00495,West,Commercial,49,3,61,0.9081,0,1,447.6,0,synthetic_demo
2023-02-01,SYN-00496,East,Consumer,32,1,42,0.5762,1,0,54.36,0,synthetic_demo
2023-02-01,SYN-00497,Central,Consumer,80,3,52,0.5864,3,0,55.05,0,synthetic_demo
2023-02-01,SYN-00498,East,Consumer,87,2,58,0.9615,0,0,28.36,0,synthetic_demo
2023-02-01,SYN-00499,Central,Commercial,18,3,42,0.4063,1,0,275.79,0,synthetic_demo
2023-02-01,SYN-00500,East,Consumer,91,3,64,0.933,0,1,73.64,0,synthetic_demo
2023-03-01,SYN-00001,West,Small Business,88,1,41,0.9348,0,0,38.52,0,synthetic_demo
2023-03-01,SYN-00002,Central,Small Business,22,2,51,0.6754,1,1,68.18,0,synthetic_demo
2023-03-01,SYN-00003,West,Commercial,49,2,56,1.0,1,0,108.21,0,synthetic_demo
2023-03-01,SYN-00004,East,Consumer,54,3,42,0.3667,2,1,13.66,0,synthetic_demo
2023-03-01,SYN-00005,Central,Consumer,81,2,35,0.4239,3,0,42.13,0,synthetic_demo
2023-03-01,SYN-00006,West,Small Business,27,1,37,0.4523,0,1,220.65,0,synthetic_demo
2023-03-01,SYN-00007,West,Consumer,52,2,27,0.1096,1,1,37.02,1,synthetic_demo
2023-03-01,SYN-00008,West,Small Business,29,1,34,0.3426,3,0,209.35,0,synthetic_demo
2023-03-01,SYN-00009,Central,Consumer,80,4,46,0.2008,3,0,56.32,0,synthetic_demo
2023-03-01,SYN-00010,East,Consumer,68,4,67,0.8268,0,1,130.52,0,synthetic_demo
2023-03-01,SYN-00011,Central,Consumer,57,2,50,0.2208,3,1,30.64,0,synthetic_demo
2023-03-01,SYN-00012,West,Small Business,48,3,30,0.3833,1,0,149.46,0,synthetic_demo
2023-03-01,SYN-00013,East,Consumer,29,2,53,0.7753,0,0,117.73,0,synthetic_demo
2023-03-01,SYN-00014,West,Consumer,91,2,58,0.6177,1,0,37.64,0,synthetic_demo
2023-03-01,SYN-00015,Central,Consumer,69,4,52,0.7717,2,0,85.71,0,synthetic_demo
2023-03-01,SYN-00016,Central,Consumer,42,1,43,0.929,0,0,111.18,0,synthetic_demo
2023-03-01,SYN-00017,East,Consumer,50,4,83,0.9012,0,0,68.17,0,synthetic_demo
2023-03-01,SYN-00018,Central,Small Business,75,4,44,0.6577,0,0,85.86,0,synthetic_demo
2023-03-01,SYN-00019,West,Consumer,75,4,71,0.7508,0,1,43.26,0,synthetic_demo
2023-03-01,SYN-00020,East,Small Business,54,2,52,0.6707,0,0,140.75,0,synthetic_demo
2023-03-01,SYN-00021,West,Small Business,41,3,56,0.5804,1,1,156.68,0,synthetic_demo
2023-03-01,SYN-00022,Central,Consumer,70,1,35,0.4615,0,1,42.92,0,synthetic_demo
2023-03-01,SYN-00023,West,Consumer,70,2,67,0.4423,4,0,73.04,0,synthetic_demo
2023-03-01,SYN-00024,West,Consumer,65,3,27,0.2369,1,0,86.12,0,synthetic_demo
2023-03-01,SYN-00025,West,Consumer,22,4,63,0.9616,0,0,128.98,0,synthetic_demo
2023-03-01,SYN-00026,Central,Consumer,55,1,37,0.489,0,0,141.85,0,synthetic_demo
2023-03-01,SYN-00027,East,Commercial,66,1,24,0.4509,4,0,396.51,0,synthetic_demo
2023-03-01,SYN-00028,Central,Commercial,93,4,68,0.3797,1,0,115.66,0,synthetic_demo
2023-03-01,SYN-00029,Central,Small Business,59,1,36,0.7255,1,1,282.51,0,synthetic_demo
2023-03-01,SYN-00030,East,Consumer,44,3,30,0.3379,2,1,55.96,0,synthetic_demo
2023-03-01,SYN-00031,West,Small Business,62,4,72,0.9598,0,1,244.69,0,synthetic_demo
2023-03-01,SYN-00032,West,Small Business,31,1,54,1.0,0,0,153.17,0,synthetic_demo
2023-03-01,SYN-00033,Central,Consumer,24,4,50,0.4367,1,0,63.86,0,synthetic_demo
2023-03-01,SYN-00034,Central,Consumer,71,4,57,0.7789,2,0,35.11,0,synthetic_demo
2023-03-01,SYN-00035,East,Consumer,96,2,41,0.3172,3,1,25.73,1,synthetic_demo
2023-03-01,SYN-00036,Central,Consumer,85,4,49,0.4494,0,1,28.28,0,synthetic_demo
2023-03-01,SYN-00037,Central,Consumer,64,3,49,0.6564,2,1,133.21,0,synthetic_demo
2023-03-01,SYN-00038,East,Consumer,20,1,40,0.708,0,0,144.81,0,synthetic_demo
2023-03-01,SYN-00039,Central,Consumer,97,4,45,0.4243,2,0,42.42,0,synthetic_demo
2023-03-01,SYN-00040,East,Small Business,53,4,61,0.762,0,0,160.71,0,synthetic_demo
2023-03-01,SYN-00041,Central,Commercial,40,1,36,0.4025,2,0,73.21,1,synthetic_demo
2023-03-01,SYN-00042,West,Consumer,89,1,52,0.727,1,0,51.17,0,synthetic_demo
2023-03-01,SYN-00043,East,Small Business,77,2,53,0.6543,1,0,182.85,0,synthetic_demo
2023-03-01,SYN-00044,Central,Commercial,77,3,46,0.8312,0,0,262.01,0,synthetic_demo
2023-03-01,SYN-00045,West,Consumer,39,4,48,0.6081,3,0,164.63,0,synthetic_demo
2023-03-01,SYN-00046,West,Consumer,97,4,54,0.3209,3,0,42.97,0,synthetic_demo
2023-03-01,SYN-00047,Central,Consumer,53,1,52,0.9013,0,0,150.71,0,synthetic_demo
2023-03-01,SYN-00048,Central,Consumer,60,4,62,0.6916,1,1,78.16,0,synthetic_demo
2023-03-01,SYN-00049,East,Small Business,77,4,64,0.7695,1,0,186.48,0,synthetic_demo
2023-03-01,SYN-00050,Central,Consumer,70,1,47,0.6001,0,0,57.32,0,synthetic_demo
2023-03-01,SYN-00051,Central,Consumer,30,4,49,0.3939,2,0,70.01,0,synthetic_demo
2023-03-01,SYN-00052,Central,Consumer,41,2,57,0.5293,1,0,62.63,0,synthetic_demo
2023-03-01,SYN-00053,West,Consumer,46,1,31,0.2996,3,0,30.56,1,synthetic_demo
2023-03-01,SYN-00054,East,Small Business,93,2,39,0.4066,4,0,148.53,0,synthetic_demo
2023-03-01,SYN-00055,East,Consumer,74,3,61,0.5888,0,1,100.49,0,synthetic_demo
2023-03-01,SYN-00056,West,Consumer,46,3,50,0.7694,2,0,101.64,0,synthetic_demo
2023-03-01,SYN-00057,East,Consumer,76,1,22,0.2706,2,1,35.88,1,synthetic_demo
2023-03-01,SYN-00058,East,Consumer,76,1,59,0.9876,0,1,171.55,0,synthetic_demo
2023-03-01,SYN-00059,Central,Consumer,48,3,56,0.7397,0,0,79.3,0,synthetic_demo
2023-03-01,SYN-00060,Central,Consumer,49,2,52,0.8304,0,0,103.28,0,synthetic_demo
2023-03-01,SYN-00061,East,Consumer,89,2,40,0.4981,1,0,36.66,0,synthetic_demo
2023-03-01,SYN-00062,East,Consumer,62,1,43,0.7153,0,0,11.05,1,synthetic_demo
2023-03-01,SYN-00063,East,Small Business,29,1,44,0.6599,0,1,91.62,0,synthetic_demo
2023-03-01,SYN-00064,West,Consumer,75,4,62,1.0,2,1,182.64,0,synthetic_demo
2023-03-01,SYN-00065,East,Consumer,64,2,42,0.5783,3,1,90.66,0,synthetic_demo
2023-03-01,SYN-00066,East,Consumer,58,4,41,0.5051,3,1,29.95,1,synthetic_demo
2023-03-01,SYN-00067,East,Small Business,75,3,52,0.4222,2,0,205.61,0,synthetic_demo
2023-03-01,SYN-00068,Central,Consumer,90,4,64,0.8513,3,0,26.02,0,synthetic_demo
2023-03-01,SYN-00069,Central,Consumer,43,1,32,0.3722,2,1,22.56,0,synthetic_demo
2023-03-01,SYN-00070,Central,Consumer,50,4,52,0.5928,0,1,115.38,0,synthetic_demo
2023-03-01,SYN-00071,Central,Consumer,32,4,54,0.542,0,0,73.87,0,synthetic_demo
2023-03-01,SYN-00072,Central,Small Business,69,1,61,0.9986,1,1,205.1,0,synthetic_demo
2023-03-01,SYN-00073,West,Consumer,49,3,42,0.6743,0,1,57.37,0,synthetic_demo
2023-03-01,SYN-00074,Central,Small Business,44,4,58,0.7483,2,1,136.16,0,synthetic_demo
2023-03-01,SYN-00075,Central,Small Business,73,3,62,1.0,0,0,380.11,0,synthetic_demo
2023-03-01,SYN-00076,Central,Consumer,50,1,45,0.4098,4,0,86.46,0,synthetic_demo
2023-03-01,SYN-00077,Central,Small Business,54,1,29,0.34,1,0,125.15,0,synthetic_demo
2023-03-01,SYN-00078,East,Consumer,52,3,37,0.5564,2,0,51.88,0,synthetic_demo
2023-03-01,SYN-00079,East,Small Business,37,2,39,0.372,5,1,87.95,0,synthetic_demo
2023-03-01,SYN-00080,West,Consumer,27,3,43,0.2599,1,0,6.1,0,synthetic_demo
2023-03-01,SYN-00081,East,Consumer,84,2,38,0.4294,2,0,77.57,0,synthetic_demo
2023-03-01,SYN-00082,Central,Consumer,24,4,67,0.7577,1,0,106.3,0,synthetic_demo
2023-03-01,SYN-00083,West,Consumer,43,4,68,0.7756,1,1,45.31,0,synthetic_demo
2023-03-01,SYN-00084,Central,Consumer,71,4,54,0.2635,4,0,51.49,0,synthetic_demo
2023-03-01,SYN-00085,Central,Small Business,27,1,27,0.6638,2,0,84.72,0,synthetic_demo
2023-03-01,SYN-00086,Central,Consumer,70,2,33,0.3329,2,1,61.78,0,synthetic_demo
2023-03-01,SYN-00087,East,Consumer,76,4,74,1.0,1,0,93.39,0,synthetic_demo
2023-03-01,SYN-00088,East,Consumer,70,3,35,0.1616,0,0,30.12,0,synthetic_demo
2023-03-01,SYN-00089,Central,Consumer,41,4,75,0.6644,0,0,103.29,0,synthetic_demo
2023-03-01,SYN-00090,East,Consumer,18,2,36,0.5608,2,0,98.18,0,synthetic_demo
2023-03-01,SYN-00091,Central,Commercial,88,3,48,0.9368,0,1,248.23,0,synthetic_demo
2023-03-01,SYN-00092,East,Consumer,43,4,73,0.5965,0,0,13.72,0,synthetic_demo
2023-03-01,SYN-00093,Central,Consumer,82,4,67,0.8693,0,1,51.36,0,synthetic_demo
2023-03-01,SYN-00094,Central,Consumer,33,2,39,0.3944,2,0,93.83,0,synthetic_demo
2023-03-01,SYN-00095,Central,Consumer,30,1,52,0.7974,1,0,0.1,0,synthetic_demo
2023-03-01,SYN-00096,East,Consumer,80,3,44,0.421,1,0,57.98,0,synthetic_demo
2023-03-01,SYN-00097,Central,Small Business,93,3,49,0.733,1,0,83.7,0,synthetic_demo
2023-03-01,SYN-00098,Central,Consumer,86,1,39,0.7463,1,1,115.05,0,synthetic_demo
2023-03-01,SYN-00099,Central,Commercial,77,4,58,0.8021,0,0,188.06,0,synthetic_demo
2023-03-01,SYN-00100,West,Consumer,36,3,48,0.3915,1,0,82.82,0,synthetic_demo
2023-03-01,SYN-00101,West,Consumer,90,2,35,0.5369,0,0,79.26,0,synthetic_demo
2023-03-01,SYN-00102,East,Small Business,71,1,35,0.4216,0,0,266.25,0,synthetic_demo
2023-03-01,SYN-00103,Central,Small Business,30,1,33,0.4949,2,0,111.76,0,synthetic_demo
2023-03-01,SYN-00104,West,Small Business,27,1,49,0.7659,0,0,167.91,0,synthetic_demo
2023-03-01,SYN-00105,West,Commercial,87,1,56,0.9853,0,0,165.16,0,synthetic_demo
2023-03-01,SYN-00106,East,Small Business,39,3,58,1.0,0,1,276.23,0,synthetic_demo
2023-03-01,SYN-00107,Central,Small Business,79,2,53,0.7336,2,0,71.79,0,synthetic_demo
2023-03-01,SYN-00108,Central,Consumer,28,3,74,0.8917,0,0,57.22,0,synthetic_demo
2023-03-01,SYN-00109,Central,Small Business,39,2,63,0.9849,0,0,161.15,0,synthetic_demo
2023-03-01,SYN-00110,West,Consumer,39,1,40,0.7998,0,0,55.61,0,synthetic_demo
2023-03-01,SYN-00111,East,Consumer,39,3,45,0.4177,1,0,80.29,0,synthetic_demo
2023-03-01,SYN-00112,Central,Consumer,71,2,45,0.6685,4,1,114.43,0,synthetic_demo
2023-03-01,SYN-00113,Central,Commercial,91,2,54,0.9361,0,0,332.84,0,synthetic_demo
2023-03-01,SYN-00114,East,Commercial,90,3,49,0.552,0,0,110.52,0,synthetic_demo
2023-03-01,SYN-00115,Central,Consumer,77,4,67,0.6658,1,0,68.05,0,synthetic_demo
2023-03-01,SYN-00116,West,Small Business,33,2,70,0.9077,0,0,78.5,1,synthetic_demo
2023-03-01,SYN-00117,West,Small Business,94,2,68,1.0,0,0,64.97,0,synthetic_demo
2023-03-01,SYN-00118,East,Consumer,60,4,71,0.7305,0,0,60.83,0,synthetic_demo
2023-03-01,SYN-00119,Central,Consumer,61,2,54,0.7253,1,0,43.31,1,synthetic_demo
